UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
167358,34, 34,"R",338,"R",332
167358,35, 35,"R",8,"R",8
167358,36, 36,"R",418,"R",414
167358,37, 37,"R",11,"R",11
167358,39, 39,"R",22,"R",20
167358,41, 41,"R",20,"R",19
167358,42, 42,"R",115,"R",113
167358,44, 44,"R",42,"R",41
167358,45, 45,"R",5,"R",4
167358,46, 46,"R",1,"R",1
167358,47, 47,"R",16,"R",16
167358,48, 48,"R",67,"R",67
167358,49, 49,"R",2,"R",2
167358,50, 50,"R",4,"R",3
167358,51, 51,"R",29,"R",29
167358,53, 53,"R",30,"R",29
167358,55, 55,"R",10,"R",10
167358,57, 57,"R",3,"Z",0
167358,58,999,"R",2572,"R",2488
167358,72, 72,"R",7,"R",6
167358,78, 78,"R",3,"R",3
167358,89,999,"R",10,"R",9
167358,90, 90,"R",413,"R",408
167358,99, 99,"R",2995,"R",2905
167376,23, 23,"R",1,"R",1
167376,24, 24,"R",1,"Z",0
167376,25, 25,"R",852,"R",521
167376,33, 33,"R",101,"R",68
167376,58,999,"R",955,"R",590
167376,98, 98,"R",1,"A",
167376,99, 99,"R",956,"R",590
167394, 6,  6,"R",3,"R",2
167394, 9,  9,"R",44,"R",44
167394,12, 12,"R",1,"R",1
167394,23, 23,"R",1,"R",1
167394,25, 25,"R",120,"R",116
167394,33, 33,"R",2,"R",2
167394,34, 34,"R",3,"R",2
167394,37, 37,"R",1,"R",1
167394,44, 44,"R",1,"R",1
167394,48, 48,"R",2,"R",2
167394,50, 50,"R",2,"R",2
167394,58,999,"R",180,"R",174
167394,99, 99,"R",180,"R",174
167598, 6,  6,"R",5,"R",5
167598, 9,  9,"R",15,"R",15
167598,12, 12,"R",4,"R",3
167598,23, 23,"R",2,"R",2
167598,25, 25,"R",157,"R",154
167598,33, 33,"R",15,"R",15
167598,34, 34,"R",1,"R",1
167598,36, 36,"R",4,"R",4
167598,44, 44,"R",2,"R",2
167598,51, 51,"R",1,"R",1
167598,58,999,"R",206,"R",202
167598,72, 72,"R",6,"R",6
167598,89,999,"R",6,"R",6
167598,99, 99,"R",212,"R",208
167729, 6,  6,"R",1,"R",1
167729, 9,  9,"R",7,"R",6
167729,12, 12,"R",1,"R",1
167729,16, 16,"R",1,"R",1
167729,22, 22,"R",1,"R",0
167729,23, 23,"R",11,"R",11
167729,25, 25,"R",942,"R",890
167729,27, 27,"R",1,"R",1
167729,33, 33,"R",14,"R",12
167729,34, 34,"R",2,"R",2
167729,36, 36,"R",6,"R",3
167729,42, 42,"R",1,"R",0
167729,44, 44,"R",1,"R",0
167729,50, 50,"R",3,"R",3
167729,51, 51,"R",1,"R",1
167729,58,999,"R",993,"R",932
167729,72, 72,"R",1,"R",0
167729,89,999,"R",1,"R",0
167729,90, 90,"R",17,"R",15
167729,99, 99,"R",1011,"R",947
167783, 4,  4,"R",3,"R",3
167783, 6,  6,"R",11,"R",11
167783, 8,  8,"R",2,"R",2
167783, 9,  9,"R",35,"R",35
167783,11, 11,"R",1,"R",1
167783,12, 12,"R",6,"R",6
167783,17, 17,"R",1,"R",1
167783,18, 18,"R",1,"R",1
167783,21, 21,"R",1,"R",1
167783,22, 22,"R",1,"R",1
167783,23, 23,"R",17,"R",17
167783,24, 24,"R",4,"R",4
167783,25, 25,"R",242,"R",242
167783,26, 26,"R",3,"R",3
167783,31, 31,"R",1,"R",1
167783,33, 33,"R",24,"R",24
167783,34, 34,"R",9,"R",9
167783,36, 36,"R",9,"R",9
167783,37, 37,"R",2,"R",2
167783,39, 39,"R",3,"R",3
167783,41, 41,"R",2,"R",2
167783,42, 42,"R",4,"R",4
167783,44, 44,"R",11,"R",11
167783,45, 45,"R",1,"R",1
167783,48, 48,"R",1,"R",1
167783,50, 50,"R",7,"R",7
167783,51, 51,"R",3,"R",3
167783,54, 54,"R",1,"R",1
167783,57, 57,"R",2,"R",2
167783,58,999,"R",408,"R",408
167783,90, 90,"R",25,"R",25
167783,99, 99,"R",433,"R",433
167835, 2,  2,"R",1,"R",1
167835, 4,  4,"R",13,"R",13
167835, 5,  5,"R",1,"R",1
167835, 6,  6,"R",74,"R",70
167835, 8,  8,"R",7,"R",7
167835, 9,  9,"R",28,"R",27
167835,10, 10,"R",3,"R",3
167835,11, 11,"R",4,"R",4
167835,12, 12,"R",10,"R",10
167835,13, 13,"R",4,"R",4
167835,15, 15,"R",2,"R",1
167835,16, 16,"R",1,"R",1
167835,17, 17,"R",17,"R",16
167835,18, 18,"R",1,"R",1
167835,19, 19,"R",6,"R",6
167835,20, 20,"R",3,"R",3
167835,21, 21,"R",3,"R",3
167835,22, 22,"R",2,"R",2
167835,23, 23,"R",12,"R",11
167835,24, 24,"R",9,"R",8
167835,25, 25,"R",83,"R",81
167835,26, 26,"R",5,"R",5
167835,27, 27,"R",12,"R",11
167835,29, 29,"R",2,"R",2
167835,33, 33,"R",9,"R",9
167835,34, 34,"R",27,"R",27
167835,35, 35,"R",3,"R",3
167835,36, 36,"R",79,"R",76
167835,37, 37,"R",5,"R",4
167835,39, 39,"R",7,"R",7
167835,41, 41,"R",13,"R",13
167835,42, 42,"R",14,"R",13
167835,44, 44,"R",7,"R",7
167835,45, 45,"R",3,"R",3
167835,47, 47,"R",2,"R",2
167835,48, 48,"R",27,"R",25
167835,49, 49,"R",2,"R",2
167835,50, 50,"R",8,"R",8
167835,51, 51,"R",8,"R",8
167835,53, 53,"R",19,"R",15
167835,55, 55,"R",3,"R",3
167835,56, 56,"R",1,"R",1
167835,58,999,"R",540,"R",517
167835,90, 90,"R",93,"R",86
167835,99, 99,"R",633,"R",603
167905, 9,  9,"R",28,"R",17
167905,12, 12,"R",2,"R",2
167905,15, 15,"R",1,"R",1
167905,25, 25,"R",1065,"R",633
167905,33, 33,"R",2,"R",2
167905,34, 34,"R",1,"Z",0
167905,36, 36,"R",3,"R",3
167905,58,999,"R",1102,"R",658
167905,99, 99,"R",1102,"R",658
167987, 4,  4,"R",1,"R",1
167987, 6,  6,"R",2,"R",1
167987, 8,  8,"R",1,"R",0
167987, 9,  9,"R",27,"R",27
167987,12, 12,"R",1,"R",1
167987,15, 15,"R",1,"R",1
167987,23, 23,"R",1,"R",1
167987,25, 25,"R",1193,"R",1150
167987,26, 26,"R",1,"R",1
167987,33, 33,"R",10,"R",10
167987,34, 34,"R",3,"R",3
167987,36, 36,"R",6,"R",5
167987,39, 39,"R",1,"R",1
167987,42, 42,"R",3,"R",2
167987,44, 44,"R",43,"R",40
167987,45, 45,"R",1,"R",0
167987,47, 47,"R",1,"R",0
167987,50, 50,"R",5,"R",5
167987,51, 51,"R",2,"R",1
167987,53, 53,"R",3,"R",3
167987,58,999,"R",1306,"R",1253
167987,90, 90,"R",14,"R",9
167987,99, 99,"R",1320,"R",1262
167996, 6,  6,"R",2,"R",2
167996, 8,  8,"R",1,"R",1
167996, 9,  9,"R",65,"R",62
167996,12, 12,"R",2,"R",2
167996,13, 13,"R",1,"R",1
167996,17, 17,"R",2,"R",2
167996,23, 23,"R",12,"R",12
167996,24, 24,"R",5,"R",4
167996,25, 25,"R",424,"R",419
167996,32, 32,"R",1,"R",1
167996,33, 33,"R",18,"R",18
167996,34, 34,"R",12,"R",11
167996,36, 36,"R",31,"R",31
167996,42, 42,"R",1,"R",1
167996,44, 44,"R",52,"R",51
167996,48, 48,"R",2,"R",2
167996,50, 50,"R",7,"R",7
167996,55, 55,"R",1,"R",1
167996,57, 57,"R",1,"R",1
167996,58,999,"R",640,"R",629
167996,90, 90,"R",12,"R",11
167996,99, 99,"R",652,"R",640
168148, 1,  1,"R",1,"R",1
168148, 4,  4,"R",8,"R",8
168148, 6,  6,"R",150,"R",145
168148, 8,  8,"R",13,"R",13
168148, 9,  9,"R",84,"R",80
168148,10, 10,"R",1,"R",1
168148,11, 11,"R",9,"R",9
168148,12, 12,"R",41,"R",41
168148,13, 13,"R",12,"R",11
168148,15, 15,"R",7,"R",7
168148,17, 17,"R",42,"R",42
168148,18, 18,"R",3,"R",3
168148,19, 19,"R",3,"R",3
168148,20, 20,"R",1,"R",1
168148,21, 21,"R",3,"R",3
168148,22, 22,"R",3,"R",3
168148,23, 23,"R",8,"R",8
168148,24, 24,"R",46,"R",45
168148,25, 25,"R",327,"R",317
168148,26, 26,"R",3,"R",2
168148,27, 27,"R",14,"R",12
168148,29, 29,"R",3,"R",3
168148,30, 30,"R",4,"R",3
168148,32, 32,"R",3,"R",3
168148,33, 33,"R",20,"R",20
168148,34, 34,"R",120,"R",118
168148,35, 35,"R",3,"R",3
168148,36, 36,"R",213,"R",205
168148,37, 37,"R",18,"R",18
168148,38, 38,"R",2,"R",2
168148,39, 39,"R",15,"R",15
168148,40, 40,"R",1,"R",1
168148,41, 41,"R",8,"R",6
168148,42, 42,"R",47,"R",43
168148,44, 44,"R",17,"R",16
168148,45, 45,"R",4,"R",4
168148,47, 47,"R",5,"R",5
168148,48, 48,"R",42,"R",42
168148,49, 49,"R",2,"R",2
168148,50, 50,"R",10,"R",10
168148,51, 51,"R",24,"R",21
168148,53, 53,"R",22,"R",21
168148,55, 55,"R",8,"R",8
168148,56, 56,"R",1,"R",1
168148,58,999,"R",1371,"R",1325
168148,72, 72,"R",4,"R",4
168148,89,999,"R",4,"R",4
168148,90, 90,"R",238,"R",214
168148,99, 99,"R",1613,"R",1543
168227, 2,  2,"R",1,"R",1
168227, 4,  4,"R",1,"R",1
168227, 6,  6,"R",4,"R",3
168227, 8,  8,"R",2,"R",2
168227, 9,  9,"R",68,"R",64
168227,12, 12,"R",9,"R",6
168227,13, 13,"R",1,"R",1
168227,17, 17,"R",1,"R",1
168227,18, 18,"R",1,"R",1
168227,21, 21,"R",1,"R",1
168227,22, 22,"R",1,"R",1
168227,23, 23,"R",34,"R",33
168227,24, 24,"R",3,"R",3
168227,25, 25,"R",635,"R",594
168227,33, 33,"R",77,"R",77
168227,34, 34,"R",19,"R",19
168227,36, 36,"R",24,"R",24
168227,39, 39,"R",2,"R",2
168227,42, 42,"R",4,"R",4
168227,44, 44,"R",28,"R",22
168227,45, 45,"R",1,"R",1
168227,48, 48,"R",2,"R",2
168227,50, 50,"R",11,"R",11
168227,51, 51,"R",1,"R",1
168227,53, 53,"R",1,"R",1
168227,57, 57,"R",2,"R",2
168227,58,999,"R",934,"R",878
168227,72, 72,"R",1,"R",1
168227,89,999,"R",1,"R",1
168227,90, 90,"R",33,"R",23
168227,99, 99,"R",968,"R",902
168342, 1,  1,"R",1,"R",1
168342, 4,  4,"R",3,"R",3
168342, 5,  5,"R",1,"R",1
168342, 6,  6,"R",64,"R",63
168342, 8,  8,"R",5,"R",5
168342, 9,  9,"R",21,"R",20
168342,11, 11,"R",3,"R",3
168342,12, 12,"R",12,"R",12
168342,13, 13,"R",4,"R",4
168342,15, 15,"R",7,"R",7
168342,17, 17,"R",16,"R",16
168342,18, 18,"R",2,"R",2
168342,19, 19,"R",3,"R",3
168342,22, 22,"R",1,"R",1
168342,23, 23,"R",3,"R",3
168342,24, 24,"R",16,"R",16
168342,25, 25,"R",78,"R",74
168342,26, 26,"R",3,"R",3
168342,27, 27,"R",10,"R",8
168342,29, 29,"R",3,"R",3
168342,30, 30,"R",1,"R",1
168342,32, 32,"R",1,"R",1
168342,33, 33,"R",4,"R",4
168342,34, 34,"R",26,"R",25
168342,35, 35,"R",2,"R",2
168342,36, 36,"R",93,"R",87
168342,37, 37,"R",11,"R",11
168342,39, 39,"R",5,"R",5
168342,40, 40,"R",6,"R",6
168342,41, 41,"R",5,"R",5
168342,42, 42,"R",9,"R",7
168342,44, 44,"R",4,"R",4
168342,46, 46,"R",2,"R",2
168342,47, 47,"R",6,"R",5
168342,48, 48,"R",12,"R",11
168342,49, 49,"R",1,"R",1
168342,50, 50,"R",2,"R",2
168342,51, 51,"R",18,"R",16
168342,53, 53,"R",15,"R",14
168342,55, 55,"R",6,"R",6
168342,58,999,"R",485,"R",463
168342,90, 90,"R",61,"R",45
168342,99, 99,"R",546,"R",508
168421, 4,  4,"R",3,"R",3
168421, 6,  6,"R",55,"R",54
168421, 8,  8,"R",5,"R",5
168421, 9,  9,"R",90,"R",89
168421,10, 10,"R",1,"R",1
168421,11, 11,"R",1,"R",1
168421,12, 12,"R",8,"R",7
168421,13, 13,"R",3,"R",3
168421,15, 15,"R",3,"R",3
168421,16, 16,"R",2,"R",2
168421,17, 17,"R",6,"R",6
168421,18, 18,"R",2,"R",2
168421,19, 19,"R",2,"R",2
168421,20, 20,"R",1,"R",1
168421,23, 23,"R",29,"R",28
168421,24, 24,"R",17,"R",17
168421,25, 25,"R",495,"R",491
168421,26, 26,"R",1,"R",1
168421,27, 27,"R",3,"R",3
168421,29, 29,"R",3,"R",3
168421,33, 33,"R",92,"R",91
168421,34, 34,"R",42,"R",42
168421,35, 35,"R",1,"R",1
168421,36, 36,"R",98,"R",97
168421,37, 37,"R",6,"R",6
168421,38, 38,"R",1,"R",1
168421,39, 39,"R",5,"R",4
168421,41, 41,"R",3,"R",3
168421,42, 42,"R",24,"R",24
168421,44, 44,"R",39,"R",38
168421,45, 45,"R",1,"R",1
168421,47, 47,"R",2,"R",2
168421,48, 48,"R",7,"R",7
168421,49, 49,"R",2,"R",2
168421,50, 50,"R",9,"R",9
168421,51, 51,"R",15,"R",15
168421,53, 53,"R",10,"R",10
168421,56, 56,"R",1,"R",1
168421,57, 57,"R",5,"R",5
168421,58,999,"R",1093,"R",1081
168421,72, 72,"R",3,"R",3
168421,89,999,"R",3,"R",3
168421,90, 90,"R",103,"R",0
168421,99, 99,"R",1199,"R",1084
168430, 4,  4,"R",1,"Z",0
168430, 6,  6,"R",1,"R",1
168430, 8,  8,"R",1,"Z",0
168430, 9,  9,"R",14,"R",14
168430,17, 17,"R",1,"Z",0
168430,23, 23,"R",2,"R",2
168430,24, 24,"R",1,"R",1
168430,25, 25,"R",837,"R",794
168430,33, 33,"R",8,"R",7
168430,34, 34,"R",2,"Z",0
168430,36, 36,"R",2,"R",1
168430,37, 37,"R",1,"R",1
168430,44, 44,"R",6,"R",6
168430,50, 50,"R",1,"R",1
168430,51, 51,"R",1,"R",1
168430,58,999,"R",879,"R",829
168430,90, 90,"R",7,"R",4
168430,99, 99,"R",886,"R",833
168528, 4,  4,"R",1,"R",0
168528, 5,  5,"R",1,"R",1
168528, 6,  6,"R",1,"R",1
168528, 8,  8,"R",1,"R",0
168528, 9,  9,"R",2,"R",0
168528,10, 10,"R",2,"R",0
168528,12, 12,"R",33,"R",25
168528,13, 13,"R",2,"R",2
168528,17, 17,"R",17,"R",14
168528,18, 18,"R",17,"R",12
168528,19, 19,"R",2,"R",2
168528,20, 20,"R",1,"R",1
168528,21, 21,"R",1,"R",0
168528,23, 23,"R",1,"R",1
168528,24, 24,"R",3,"R",3
168528,25, 25,"R",4,"R",0
168528,26, 26,"R",376,"R",324
168528,27, 27,"R",6,"R",0
168528,29, 29,"R",1,"R",1
168528,30, 30,"R",1,"R",0
168528,31, 31,"R",1,"R",0
168528,33, 33,"R",1,"R",1
168528,36, 36,"R",1,"R",1
168528,38, 38,"R",2,"R",0
168528,39, 39,"R",40,"R",27
168528,42, 42,"R",5,"R",4
168528,48, 48,"R",1,"R",1
168528,54, 54,"R",1,"R",1
168528,55, 55,"R",3,"R",2
168528,58,999,"R",528,"R",424
168528,90, 90,"R",13,"R",5
168528,99, 99,"R",541,"R",429
168546, 2,  2,"R",1,"R",1
168546, 6,  6,"R",14,"R",14
168546, 8,  8,"R",1,"R",1
168546,12, 12,"R",6,"R",5
168546,17, 17,"R",54,"R",54
168546,18, 18,"R",10,"R",10
168546,21, 21,"R",1,"R",1
168546,25, 25,"R",1,"R",1
168546,26, 26,"R",283,"R",282
168546,34, 34,"R",1,"R",1
168546,37, 37,"R",1,"R",1
168546,39, 39,"R",8,"R",8
168546,42, 42,"R",1,"R",1
168546,47, 47,"R",1,"R",1
168546,48, 48,"R",24,"R",24
168546,51, 51,"R",1,"R",0
168546,53, 53,"R",1,"R",1
168546,55, 55,"R",1,"R",1
168546,58,999,"R",410,"R",407
168546,90, 90,"R",5,"R",2
168546,99, 99,"R",415,"R",409
168607,26, 26,"R",327,"R",215
168607,39, 39,"R",1,"Z",0
168607,51, 51,"R",1,"Z",0
168607,58,999,"R",329,"R",215
168607,99, 99,"R",329,"R",215
168740, 1,  1,"R",1,"R",1
168740, 4,  4,"R",7,"R",7
168740, 5,  5,"R",1,"R",1
168740, 6,  6,"R",25,"R",24
168740, 8,  8,"R",5,"R",5
168740, 9,  9,"R",1,"R",1
168740,10, 10,"R",1,"R",1
168740,12, 12,"R",5,"R",5
168740,13, 13,"R",5,"R",5
168740,15, 15,"R",2,"R",2
168740,16, 16,"R",3,"R",3
168740,17, 17,"R",14,"R",14
168740,18, 18,"R",10,"R",10
168740,19, 19,"R",2,"R",2
168740,20, 20,"R",1,"R",1
168740,21, 21,"R",1,"R",1
168740,23, 23,"R",1,"R",1
168740,24, 24,"R",21,"R",21
168740,25, 25,"R",3,"R",3
168740,26, 26,"R",81,"R",78
168740,27, 27,"R",4,"R",4
168740,29, 29,"R",1,"R",1
168740,30, 30,"R",2,"R",2
168740,32, 32,"R",1,"R",1
168740,33, 33,"R",1,"R",1
168740,34, 34,"R",5,"R",5
168740,36, 36,"R",14,"R",13
168740,37, 37,"R",4,"R",4
168740,39, 39,"R",2,"R",2
168740,40, 40,"R",1,"R",1
168740,41, 41,"R",2,"R",2
168740,42, 42,"R",2,"R",2
168740,47, 47,"R",4,"R",4
168740,48, 48,"R",10,"R",10
168740,51, 51,"R",5,"R",5
168740,53, 53,"R",6,"R",6
168740,55, 55,"R",2,"R",2
168740,58,999,"R",256,"R",251
168740,66, 66,"R",1,"R",1
168740,78, 78,"R",1,"R",1
168740,89,999,"R",2,"R",2
168740,90, 90,"R",23,"R",20
168740,98, 98,"R",2,"A",
168740,99, 99,"R",283,"R",273
168786, 5,  5,"R",1,"R",1
168786, 6,  6,"R",1,"R",1
168786,17, 17,"R",11,"R",11
168786,18, 18,"R",3,"R",3
168786,24, 24,"R",1,"R",1
168786,26, 26,"R",228,"R",228
168786,27, 27,"R",1,"R",1
168786,32, 32,"R",1,"R",1
168786,37, 37,"R",1,"R",1
168786,38, 38,"R",1,"R",1
168786,39, 39,"R",1,"R",1
168786,42, 42,"R",1,"R",1
168786,58,999,"R",251,"R",251
168786,98, 98,"R",11,"A",
168786,99, 99,"R",262,"R",251
168847,17, 17,"R",7,"R",6
168847,18, 18,"R",7,"R",6
168847,24, 24,"R",1,"R",1
168847,26, 26,"R",663,"R",496
168847,27, 27,"R",1,"R",1
168847,34, 34,"R",1,"Z",0
168847,39, 39,"R",5,"R",2
168847,42, 42,"R",1,"Z",0
168847,53, 53,"R",1,"R",1
168847,55, 55,"R",1,"R",1
168847,58,999,"R",688,"R",514
168847,72, 72,"R",1,"R",0
168847,89,999,"R",1,"R",0
168847,98, 98,"R",1,"A",
168847,99, 99,"R",690,"R",514
169248, 1,  1,"R",1,"R",1
169248, 2,  2,"R",2,"R",2
169248, 4,  4,"R",1,"R",1
169248, 5,  5,"R",1,"R",1
169248, 6,  6,"R",7,"R",7
169248, 8,  8,"R",2,"R",2
169248, 9,  9,"R",8,"R",8
169248,12, 12,"R",5,"R",4
169248,13, 13,"R",2,"R",2
169248,15, 15,"R",2,"R",0
169248,17, 17,"R",121,"R",120
169248,18, 18,"R",17,"R",17
169248,19, 19,"R",1,"R",1
169248,24, 24,"R",1,"R",1
169248,25, 25,"R",3,"R",3
169248,26, 26,"R",2211,"R",2148
169248,27, 27,"R",3,"R",3
169248,28, 28,"R",1,"R",0
169248,29, 29,"R",2,"R",2
169248,32, 32,"R",1,"R",1
169248,34, 34,"R",3,"R",3
169248,36, 36,"R",4,"R",4
169248,39, 39,"R",18,"R",16
169248,42, 42,"R",3,"R",3
169248,47, 47,"R",3,"R",3
169248,48, 48,"R",10,"R",6
169248,49, 49,"R",1,"R",1
169248,51, 51,"R",5,"R",4
169248,53, 53,"R",1,"R",1
169248,54, 54,"R",2,"R",2
169248,55, 55,"R",10,"R",10
169248,56, 56,"R",2,"R",2
169248,58,999,"R",2454,"R",2379
169248,78, 78,"R",1,"R",1
169248,89,999,"R",1,"R",1
169248,90, 90,"R",18,"R",17
169248,99, 99,"R",2473,"R",2397
169275,26, 26,"R",1289,"R",993
169275,34, 34,"R",1,"R",1
169275,39, 39,"R",1,"R",0
169275,48, 48,"R",1,"R",0
169275,51, 51,"R",1,"R",1
169275,58,999,"R",1293,"R",995
169275,98, 98,"R",3,"A",
169275,99, 99,"R",1296,"R",995
169284,26, 26,"R",85,"R",40
169284,58,999,"R",85,"R",40
169284,99, 99,"R",85,"R",40
169442, 6,  6,"R",6,"R",5
169442, 8,  8,"R",1,"R",0
169442, 9,  9,"R",1,"R",0
169442,12, 12,"R",7,"R",7
169442,13, 13,"R",1,"R",1
169442,15, 15,"R",1,"R",1
169442,17, 17,"R",2,"R",2
169442,18, 18,"R",3,"R",3
169442,24, 24,"R",2,"R",2
169442,26, 26,"R",223,"R",212
169442,27, 27,"R",1,"R",1
169442,32, 32,"R",1,"R",1
169442,36, 36,"R",4,"R",4
169442,37, 37,"R",3,"R",3
169442,39, 39,"R",12,"R",11
169442,42, 42,"R",2,"R",2
169442,45, 45,"R",1,"R",1
169442,46, 46,"R",1,"R",1
169442,48, 48,"R",2,"R",2
169442,51, 51,"R",2,"R",2
169442,55, 55,"R",1,"R",1
169442,58,999,"R",277,"R",262
169442,90, 90,"R",16,"R",13
169442,99, 99,"R",293,"R",275
169503,26, 26,"R",24,"R",12
169503,58,999,"R",24,"R",12
169503,99, 99,"R",24,"R",12
169521,17, 17,"R",2,"R",2
169521,26, 26,"R",1542,"R",1125
169521,37, 37,"R",1,"R",1
169521,58,999,"R",1545,"R",1128
169521,90, 90,"R",2,"R",1
169521,99, 99,"R",1547,"R",1129
169716, 6,  6,"R",1,"R",1
169716, 9,  9,"R",1,"R",1
169716,17, 17,"R",3,"R",3
169716,18, 18,"R",4,"R",3
169716,24, 24,"R",1,"R",1
169716,26, 26,"R",461,"R",447
169716,36, 36,"R",2,"R",2
169716,37, 37,"R",1,"R",1
169716,39, 39,"R",3,"R",2
169716,42, 42,"R",2,"R",2
169716,47, 47,"R",1,"R",1
169716,48, 48,"R",3,"R",3
169716,53, 53,"R",2,"R",2
169716,58,999,"R",485,"R",469
169716,90, 90,"R",45,"R",31
169716,99, 99,"R",530,"R",500
169734,26, 26,"R",102,"R",7
169734,58,999,"R",102,"R",7
169734,99, 99,"R",102,"R",7
169761,26, 26,"R",62,"R",3
169761,58,999,"R",62,"R",3
169761,99, 99,"R",62,"R",3
169798, 1,  1,"R",2,"R",2
169798, 2,  2,"R",1,"R",1
169798, 6,  6,"R",2,"R",2
169798, 8,  8,"R",2,"R",2
169798, 9,  9,"R",1,"R",1
169798,12, 12,"R",3,"R",3
169798,13, 13,"R",7,"R",6
169798,17, 17,"R",62,"R",62
169798,18, 18,"R",17,"R",14
169798,21, 21,"R",3,"R",2
169798,24, 24,"R",2,"R",2
169798,25, 25,"R",2,"R",1
169798,26, 26,"R",1794,"R",1694
169798,29, 29,"R",3,"R",3
169798,31, 31,"R",1,"R",1
169798,34, 34,"R",1,"R",1
169798,36, 36,"R",3,"R",3
169798,37, 37,"R",3,"R",2
169798,39, 39,"R",151,"R",149
169798,40, 40,"R",1,"R",1
169798,41, 41,"R",1,"R",1
169798,42, 42,"R",13,"R",12
169798,47, 47,"R",5,"R",5
169798,48, 48,"R",1,"R",1
169798,53, 53,"R",1,"R",1
169798,54, 54,"R",1,"R",1
169798,55, 55,"R",4,"R",3
169798,56, 56,"R",1,"R",0
169798,57, 57,"R",1,"R",1
169798,58,999,"R",2089,"R",1977
169798,90, 90,"R",63,"R",9
169798,99, 99,"R",2152,"R",1986
169910, 6,  6,"R",2,"R",2
169910, 8,  8,"R",2,"R",2
169910,12, 12,"R",7,"R",7
169910,17, 17,"R",36,"R",33
169910,18, 18,"R",20,"R",20
169910,19, 19,"R",1,"R",1
169910,21, 21,"R",1,"R",1
169910,26, 26,"R",1778,"R",1690
169910,29, 29,"R",1,"R",1
169910,31, 31,"R",1,"R",1
169910,36, 36,"R",2,"R",2
169910,37, 37,"R",1,"Z",0
169910,39, 39,"R",13,"R",12
169910,42, 42,"R",2,"R",1
169910,45, 45,"R",2,"R",2
169910,48, 48,"R",1,"R",1
169910,55, 55,"R",7,"R",5
169910,57, 57,"R",1,"R",1
169910,58,999,"R",1878,"R",1782
169910,90, 90,"R",14,"R",5
169910,99, 99,"R",1892,"R",1787
169992,12, 12,"R",2,"R",2
169992,17, 17,"R",2,"R",1
169992,26, 26,"R",178,"R",130
169992,27, 27,"R",7,"R",7
169992,55, 55,"R",27,"R",23
169992,58,999,"R",216,"R",163
169992,99, 99,"R",216,"R",163
170055,17, 17,"R",1,"R",0
170055,18, 18,"R",1,"R",1
170055,26, 26,"R",2772,"R",1763
170055,31, 31,"R",1,"R",1
170055,48, 48,"R",1,"R",1
170055,57, 57,"R",1,"R",0
170055,58,999,"R",2777,"R",1766
170055,90, 90,"R",1,"R",0
170055,99, 99,"R",2778,"R",1766
170082, 1,  1,"R",2,"R",2
170082, 4,  4,"R",1,"R",1
170082, 6,  6,"R",3,"R",3
170082, 8,  8,"R",1,"R",1
170082, 9,  9,"R",1,"R",1
170082,12, 12,"R",7,"R",6
170082,13, 13,"R",1,"R",1
170082,16, 16,"R",1,"R",1
170082,17, 17,"R",301,"R",300
170082,18, 18,"R",46,"R",46
170082,19, 19,"R",1,"R",1
170082,20, 20,"R",1,"R",1
170082,21, 21,"R",2,"R",2
170082,24, 24,"R",1,"R",1
170082,25, 25,"R",1,"R",1
170082,26, 26,"R",3770,"R",3729
170082,27, 27,"R",5,"R",5
170082,28, 28,"R",1,"R",0
170082,29, 29,"R",1,"R",1
170082,30, 30,"R",1,"R",0
170082,31, 31,"R",1,"R",1
170082,34, 34,"R",1,"R",1
170082,36, 36,"R",2,"R",2
170082,37, 37,"R",2,"R",2
170082,39, 39,"R",27,"R",27
170082,42, 42,"R",2,"R",2
170082,47, 47,"R",1,"R",1
170082,48, 48,"R",5,"R",5
170082,51, 51,"R",5,"R",5
170082,55, 55,"R",13,"R",13
170082,58,999,"R",4207,"R",4162
170082,90, 90,"R",28,"R",22
170082,98, 98,"R",1,"A",
170082,99, 99,"R",4236,"R",4184
170240,11, 11,"R",1,"R",1
170240,18, 18,"R",1,"R",1
170240,26, 26,"R",2574,"R",1494
170240,57, 57,"R",3,"R",1
170240,58,999,"R",2579,"R",1497
170240,90, 90,"R",2,"R",1
170240,99, 99,"R",2581,"R",1498
170301, 4,  4,"R",2,"Z",0
170301, 6,  6,"R",4,"R",4
170301, 8,  8,"R",5,"R",5
170301, 9,  9,"R",1,"R",1
170301,12, 12,"R",4,"R",3
170301,17, 17,"R",92,"R",82
170301,18, 18,"R",36,"R",31
170301,19, 19,"R",1,"R",1
170301,21, 21,"R",1,"R",1
170301,24, 24,"R",2,"R",2
170301,25, 25,"R",2,"R",2
170301,26, 26,"R",507,"R",431
170301,27, 27,"R",7,"R",7
170301,29, 29,"R",3,"R",3
170301,34, 34,"R",5,"R",5
170301,36, 36,"R",2,"R",1
170301,39, 39,"R",10,"R",10
170301,42, 42,"R",5,"R",4
170301,45, 45,"R",2,"R",2
170301,47, 47,"R",3,"R",3
170301,48, 48,"R",12,"R",12
170301,49, 49,"R",1,"R",1
170301,51, 51,"R",3,"R",3
170301,53, 53,"R",1,"R",1
170301,55, 55,"R",1,"R",1
170301,58,999,"R",712,"R",616
170301,66, 66,"R",1,"R",1
170301,89,999,"R",1,"R",1
170301,90, 90,"R",13,"R",8
