UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
100663, 1,  1,"R",1954,"R",1926
100663, 4,  4,"R",1,"R",1
100663, 5,  5,"R",1,"R",1
100663, 6,  6,"R",11,"R",11
100663, 8,  8,"R",2,"R",2
100663,11, 11,"R",1,"R",1
100663,12, 12,"R",25,"R",25
100663,13, 13,"R",124,"R",122
100663,17, 17,"R",12,"R",12
100663,18, 18,"R",1,"R",1
100663,20, 20,"R",1,"R",1
100663,21, 21,"R",3,"R",3
100663,22, 22,"R",13,"R",13
100663,24, 24,"R",5,"R",5
100663,25, 25,"R",1,"R",1
100663,26, 26,"R",7,"R",7
100663,27, 27,"R",3,"R",3
100663,28, 28,"R",32,"R",32
100663,29, 29,"R",3,"R",3
100663,31, 31,"R",1,"R",1
100663,32, 32,"R",1,"R",1
100663,33, 33,"R",1,"R",1
100663,35, 35,"R",1,"R",1
100663,36, 36,"R",3,"R",3
100663,37, 37,"R",7,"R",7
100663,39, 39,"R",3,"R",3
100663,42, 42,"R",4,"R",4
100663,45, 45,"R",5,"R",5
100663,47, 47,"R",50,"R",49
100663,48, 48,"R",28,"R",27
100663,51, 51,"R",3,"R",3
100663,53, 53,"R",2,"R",2
100663,55, 55,"R",5,"R",5
100663,58,999,"R",2314,"R",2282
100663,78, 78,"R",1,"R",1
100663,89,999,"R",1,"R",1
100663,90, 90,"R",31,"R",30
100663,99, 99,"R",2346,"R",2313
100706, 1,  1,"R",936,"R",807
100706, 2,  2,"R",2,"R",1
100706, 4,  4,"R",1,"R",1
100706, 5,  5,"R",1,"R",1
100706, 6,  6,"R",6,"R",6
100706, 8,  8,"R",4,"R",4
100706, 9,  9,"R",3,"R",3
100706,12, 12,"R",20,"R",10
100706,13, 13,"R",41,"R",35
100706,15, 15,"R",1,"R",0
100706,16, 16,"R",1,"R",1
100706,17, 17,"R",36,"R",35
100706,18, 18,"R",4,"R",4
100706,21, 21,"R",43,"R",38
100706,22, 22,"R",7,"R",6
100706,23, 23,"R",1,"R",1
100706,24, 24,"R",2,"R",2
100706,25, 25,"R",1,"R",1
100706,26, 26,"R",7,"R",7
100706,27, 27,"R",7,"R",5
100706,28, 28,"R",18,"R",18
100706,29, 29,"R",17,"R",17
100706,31, 31,"R",1,"R",1
100706,32, 32,"R",1,"R",1
100706,33, 33,"R",2,"R",2
100706,34, 34,"R",1,"R",1
100706,35, 35,"R",1,"R",1
100706,36, 36,"R",6,"R",6
100706,37, 37,"R",27,"R",23
100706,39, 39,"R",15,"R",12
100706,40, 40,"R",2,"R",2
100706,42, 42,"R",5,"R",5
100706,45, 45,"R",14,"R",12
100706,47, 47,"R",190,"R",173
100706,48, 48,"R",14,"R",12
100706,51, 51,"R",15,"R",13
100706,53, 53,"R",1,"R",1
100706,54, 54,"R",1,"R",0
100706,55, 55,"R",5,"R",5
100706,57, 57,"R",3,"R",3
100706,58,999,"R",1463,"R",1276
100706,90, 90,"R",34,"R",10
100706,99, 99,"R",1497,"R",1286
100724, 1,  1,"R",580,"R",566
100724, 4,  4,"R",2,"R",2
100724, 5,  5,"R",3,"R",3
100724, 6,  6,"R",23,"R",23
100724, 8,  8,"R",1,"R",1
100724,11, 11,"R",2,"R",2
100724,12, 12,"R",75,"R",75
100724,13, 13,"R",160,"R",159
100724,17, 17,"R",20,"R",20
100724,18, 18,"R",3,"R",3
100724,21, 21,"R",2,"R",2
100724,22, 22,"R",8,"R",7
100724,24, 24,"R",6,"R",6
100724,25, 25,"R",1,"R",1
100724,26, 26,"R",16,"R",16
100724,28, 28,"R",7,"R",6
100724,29, 29,"R",8,"R",8
100724,31, 31,"R",1,"R",1
100724,32, 32,"R",7,"R",6
100724,34, 34,"R",3,"R",3
100724,35, 35,"R",1,"R",1
100724,36, 36,"R",1,"R",1
100724,37, 37,"R",3,"R",3
100724,39, 39,"R",16,"R",16
100724,41, 41,"R",1,"R",1
100724,42, 42,"R",2,"R",2
100724,45, 45,"R",2,"R",2
100724,47, 47,"R",15,"R",14
100724,48, 48,"R",19,"R",19
100724,50, 50,"R",1,"R",1
100724,51, 51,"R",2,"R",2
100724,53, 53,"R",2,"R",2
100724,55, 55,"R",5,"R",5
100724,58,999,"R",998,"R",979
100724,72, 72,"R",3,"R",3
100724,89,999,"R",3,"R",3
100724,90, 90,"R",18,"R",13
100724,99, 99,"R",1019,"R",995
100751, 1,  1,"R",2533,"R",2524
100751, 4,  4,"R",36,"R",36
100751, 5,  5,"R",32,"R",32
100751, 6,  6,"R",208,"R",208
100751, 8,  8,"R",82,"R",82
100751, 9,  9,"R",61,"R",61
100751,10, 10,"R",8,"R",8
100751,11, 11,"R",3,"R",3
100751,12, 12,"R",268,"R",267
100751,13, 13,"R",502,"R",500
100751,15, 15,"R",1,"R",1
100751,16, 16,"R",2,"R",2
100751,17, 17,"R",379,"R",379
100751,18, 18,"R",57,"R",57
100751,19, 19,"R",6,"R",6
100751,20, 20,"R",23,"R",23
100751,21, 21,"R",70,"R",70
100751,22, 22,"R",119,"R",119
100751,23, 23,"R",14,"R",14
100751,24, 24,"R",108,"R",108
100751,25, 25,"R",82,"R",79
100751,26, 26,"R",88,"R",88
100751,27, 27,"R",22,"R",21
100751,28, 28,"R",92,"R",92
100751,29, 29,"R",96,"R",96
100751,30, 30,"R",3,"R",3
100751,31, 31,"R",8,"R",8
100751,32, 32,"R",12,"R",12
100751,33, 33,"R",18,"R",18
100751,34, 34,"R",202,"R",202
100751,35, 35,"R",9,"R",9
100751,36, 36,"R",178,"R",178
100751,37, 37,"R",125,"R",125
100751,38, 38,"R",3,"R",3
100751,39, 39,"R",119,"R",119
100751,40, 40,"R",16,"R",15
100751,41, 41,"R",9,"R",9
100751,42, 42,"R",141,"R",141
100751,44, 44,"R",16,"R",16
100751,45, 45,"R",68,"R",68
100751,46, 46,"R",2,"R",2
100751,47, 47,"R",290,"R",288
100751,48, 48,"R",294,"R",294
100751,49, 49,"R",5,"R",5
100751,50, 50,"R",7,"R",7
100751,51, 51,"R",163,"R",163
100751,53, 53,"R",27,"R",27
100751,54, 54,"R",5,"R",5
100751,55, 55,"R",56,"R",56
100751,56, 56,"R",2,"R",2
100751,57, 57,"R",13,"R",11
100751,58,999,"R",6683,"R",6662
100751,90, 90,"R",81,"R",81
100751,99, 99,"R",6764,"R",6743
100760, 1,  1,"R",376,"R",303
100760,12, 12,"R",2,"R",2
100760,13, 13,"R",4,"R",4
100760,17, 17,"R",1,"R",1
100760,22, 22,"R",1,"R",1
100760,23, 23,"R",1,"R",1
100760,25, 25,"R",2,"R",1
100760,26, 26,"R",1,"R",1
100760,48, 48,"R",1,"R",0
100760,57, 57,"R",1,"R",0
100760,58,999,"R",390,"R",314
100760,98, 98,"R",6,"A",
100760,99, 99,"R",396,"R",314
100830, 1,  1,"R",566,"R",479
100830, 4,  4,"R",1,"R",1
100830,12, 12,"R",10,"R",10
100830,13, 13,"R",8,"R",8
100830,17, 17,"R",3,"R",1
100830,21, 21,"R",1,"R",1
100830,22, 22,"R",3,"R",3
100830,24, 24,"R",1,"R",1
100830,32, 32,"R",1,"R",1
100830,34, 34,"R",1,"R",1
100830,37, 37,"R",1,"R",1
100830,39, 39,"R",2,"R",2
100830,47, 47,"R",3,"R",3
100830,48, 48,"R",2,"R",2
100830,51, 51,"R",1,"R",1
100830,57, 57,"R",1,"R",1
100830,58,999,"R",605,"R",516
100830,90, 90,"R",21,"R",3
100830,99, 99,"R",626,"R",519
100858, 1,  1,"R",2605,"R",2558
100858, 4,  4,"R",4,"R",3
100858, 5,  5,"R",7,"R",7
100858, 6,  6,"R",61,"R",61
100858, 8,  8,"R",22,"R",22
100858, 9,  9,"R",8,"R",8
100858,10, 10,"R",1,"R",1
100858,11, 11,"R",1,"R",1
100858,12, 12,"R",245,"R",242
100858,13, 13,"R",784,"R",777
100858,16, 16,"R",2,"R",2
100858,17, 17,"R",73,"R",70
100858,18, 18,"R",17,"R",17
100858,19, 19,"R",1,"R",1
100858,20, 20,"R",6,"R",6
100858,21, 21,"R",23,"R",23
100858,22, 22,"R",22,"R",22
100858,23, 23,"R",1,"R",1
100858,24, 24,"R",47,"R",47
100858,25, 25,"R",19,"R",19
100858,26, 26,"R",7,"R",7
100858,27, 27,"R",9,"R",9
100858,28, 28,"R",17,"R",16
100858,29, 29,"R",16,"R",16
100858,30, 30,"R",2,"R",2
100858,31, 31,"R",1,"R",1
100858,33, 33,"R",3,"R",3
100858,34, 34,"R",55,"R",55
100858,35, 35,"R",2,"R",2
100858,36, 36,"R",30,"R",28
100858,37, 37,"R",103,"R",102
100858,38, 38,"R",1,"R",1
100858,39, 39,"R",25,"R",25
100858,40, 40,"R",3,"R",3
100858,41, 41,"R",1,"R",1
100858,42, 42,"R",37,"R",37
100858,45, 45,"R",42,"R",41
100858,46, 46,"R",2,"R",2
100858,47, 47,"R",165,"R",163
100858,48, 48,"R",206,"R",205
100858,49, 49,"R",1,"R",1
100858,50, 50,"R",2,"R",2
100858,51, 51,"R",64,"R",63
100858,53, 53,"R",5,"R",4
100858,54, 54,"R",2,"R",2
100858,55, 55,"R",8,"R",8
100858,58,999,"R",4758,"R",4687
100858,90, 90,"R",3,"R",3
100858,98, 98,"R",47,"A",
100858,99, 99,"R",4808,"R",4690
100937, 1,  1,"R",204,"R",193
100937, 6,  6,"R",1,"R",1
100937, 8,  8,"R",1,"R",1
100937,12, 12,"R",16,"R",16
100937,13, 13,"R",45,"R",43
100937,18, 18,"R",3,"R",3
100937,22, 22,"R",5,"R",5
100937,24, 24,"R",1,"Z",0
100937,27, 27,"R",1,"R",1
100937,28, 28,"R",6,"R",6
100937,29, 29,"R",1,"R",1
100937,37, 37,"R",7,"R",7
100937,39, 39,"R",1,"R",1
100937,40, 40,"R",1,"R",1
100937,42, 42,"R",1,"R",1
100937,45, 45,"R",1,"R",1
100937,47, 47,"R",32,"R",32
100937,49, 49,"R",1,"R",1
100937,58,999,"R",328,"R",314
100937,90, 90,"R",4,"R",1
100937,99, 99,"R",332,"R",315
101161, 1,  1,"R",1449,"R",1044
101161, 2,  2,"R",1,"R",1
101161,11, 11,"R",1,"R",1
101161,12, 12,"R",40,"R",29
101161,13, 13,"R",8,"R",7
101161,17, 17,"R",1,"R",1
101161,22, 22,"R",10,"R",10
101161,28, 28,"R",8,"R",6
101161,37, 37,"R",1,"R",1
101161,39, 39,"R",1,"R",1
101161,42, 42,"R",2,"R",2
101161,47, 47,"R",1,"R",1
101161,48, 48,"R",5,"R",5
101161,51, 51,"R",1,"R",1
101161,57, 57,"R",11,"R",8
101161,58,999,"R",1540,"R",1118
101161,90, 90,"R",1,"Z",0
101161,98, 98,"R",4,"A",
101161,99, 99,"R",1545,"R",1118
101189, 1,  1,"R",208,"R",179
101189, 4,  4,"R",1,"R",1
101189,12, 12,"R",11,"R",10
101189,13, 13,"R",21,"R",19
101189,17, 17,"R",1,"R",1
101189,22, 22,"R",5,"R",5
101189,26, 26,"R",1,"R",1
101189,28, 28,"R",6,"R",6
101189,29, 29,"R",1,"R",1
101189,39, 39,"R",1,"R",1
101189,40, 40,"R",1,"R",1
101189,47, 47,"R",6,"R",6
101189,48, 48,"R",5,"R",5
101189,58,999,"R",268,"R",236
101189,90, 90,"R",6,"R",6
101189,98, 98,"R",2,"A",
101189,99, 99,"R",276,"R",242
101240, 1,  1,"R",1011,"R",654
101240,10, 10,"R",1,"R",0
101240,12, 12,"R",2,"R",1
101240,13, 13,"R",8,"R",0
101240,22, 22,"R",1,"R",0
101240,28, 28,"R",1,"R",0
101240,34, 34,"R",1,"R",0
101240,57, 57,"R",2,"R",1
101240,58,999,"R",1027,"R",656
101240,90, 90,"R",2,"R",0
101240,98, 98,"R",14,"A",
101240,99, 99,"R",1043,"R",656
101286, 1,  1,"R",871,"R",651
101286, 4,  4,"R",1,"R",1
101286,12, 12,"R",12,"R",9
101286,13, 13,"R",18,"R",13
101286,45, 45,"R",1,"Z",0
101286,48, 48,"R",2,"R",2
101286,57, 57,"R",3,"R",2
101286,58,999,"R",908,"R",678
101286,98, 98,"R",3,"A",
101286,99, 99,"R",911,"R",678
101295, 1,  1,"R",1215,"R",972
101295, 4,  4,"R",1,"R",0
101295, 6,  6,"R",1,"R",0
101295,12, 12,"R",2,"R",2
101295,13, 13,"R",9,"R",9
101295,17, 17,"R",1,"R",1
101295,22, 22,"R",1,"R",1
101295,28, 28,"R",3,"R",3
101295,29, 29,"R",1,"R",1
101295,35, 35,"R",1,"R",0
101295,40, 40,"R",1,"R",1
101295,45, 45,"R",1,"R",0
101295,47, 47,"R",2,"R",2
101295,48, 48,"R",1,"R",1
101295,51, 51,"R",1,"R",1
101295,56, 56,"R",1,"R",1
101295,58,999,"R",1242,"R",995
101295,99, 99,"R",1242,"R",995
101301, 1,  1,"R",270,"R",209
101301,12, 12,"R",4,"R",3
101301,13, 13,"R",2,"R",2
101301,58,999,"R",276,"R",214
101301,98, 98,"R",1,"A",
101301,99, 99,"R",277,"R",214
101435, 1,  1,"R",180,"R",178
101435, 4,  4,"R",1,"R",1
101435, 5,  5,"R",1,"R",1
101435, 9,  9,"R",1,"R",1
101435,12, 12,"R",34,"R",34
101435,13, 13,"R",15,"R",15
101435,18, 18,"R",1,"R",1
101435,21, 21,"R",1,"R",1
101435,22, 22,"R",2,"R",2
101435,24, 24,"R",2,"R",2
101435,28, 28,"R",2,"R",2
101435,33, 33,"R",1,"R",1
101435,37, 37,"R",4,"R",4
101435,42, 42,"R",1,"R",1
101435,45, 45,"R",1,"R",1
101435,47, 47,"R",3,"R",3
101435,48, 48,"R",4,"R",4
101435,50, 50,"R",1,"R",1
101435,51, 51,"R",1,"R",1
101435,58,999,"R",256,"R",254
101435,99, 99,"R",256,"R",254
101462, 1,  1,"R",124,"R",51
101462,58,999,"R",124,"R",51
101462,98, 98,"R",1,"A",
101462,99, 99,"R",125,"R",51
101480, 1,  1,"R",1145,"R",1061
101480,11, 11,"R",1,"R",1
101480,12, 12,"R",9,"R",9
101480,13, 13,"R",307,"R",297
101480,16, 16,"R",1,"R",1
101480,17, 17,"R",1,"R",1
101480,18, 18,"R",2,"R",2
101480,29, 29,"R",1,"R",1
101480,31, 31,"R",1,"R",1
101480,37, 37,"R",4,"R",3
101480,39, 39,"R",1,"R",1
101480,42, 42,"R",1,"R",1
101480,45, 45,"R",2,"R",2
101480,47, 47,"R",9,"R",8
101480,48, 48,"R",6,"R",6
101480,51, 51,"R",1,"R",0
101480,55, 55,"R",1,"R",1
101480,58,999,"R",1493,"R",1396
101480,99, 99,"R",1493,"R",1396
101514, 1,  1,"R",1890,"R",1407
101514, 5,  5,"R",1,"R",1
101514, 6,  6,"R",2,"Z",0
101514,13, 13,"R",5,"R",5
101514,17, 17,"R",1,"R",1
101514,18, 18,"R",1,"Z",0
101514,22, 22,"R",1,"Z",0
101514,28, 28,"R",1,"R",1
101514,32, 32,"R",2,"Z",0
101514,45, 45,"R",2,"R",2
101514,47, 47,"R",21,"R",16
101514,48, 48,"R",2,"Z",0
101514,51, 51,"R",1,"R",1
101514,57, 57,"R",2,"R",1
101514,58,999,"R",1932,"R",1435
101514,90, 90,"R",1,"R",1
101514,98, 98,"R",42,"A",
101514,99, 99,"R",1975,"R",1436
101569, 1,  1,"R",878,"R",650
101569, 8,  8,"R",1,"R",1
101569,12, 12,"R",6,"R",6
101569,13, 13,"R",6,"R",5
101569,26, 26,"R",1,"Z",0
101569,34, 34,"R",1,"Z",0
101569,37, 37,"R",1,"R",1
101569,40, 40,"R",2,"R",1
101569,47, 47,"R",1,"R",1
101569,48, 48,"R",1,"R",1
101569,58,999,"R",898,"R",666
101569,90, 90,"R",1,"Z",0
101569,98, 98,"R",6,"A",
101569,99, 99,"R",905,"R",666
101602, 1,  1,"R",411,"R",346
101602,12, 12,"R",14,"R",12
101602,13, 13,"R",4,"R",4
101602,17, 17,"R",2,"R",2
101602,18, 18,"R",1,"R",1
101602,51, 51,"R",1,"R",1
101602,57, 57,"R",7,"R",7
101602,58,999,"R",440,"R",373
101602,99, 99,"R",440,"R",373
101648, 1,  1,"R",106,"R",90
101648, 2,  2,"R",2,"R",1
101648, 4,  4,"R",1,"R",1
101648, 5,  5,"R",1,"R",1
101648, 6,  6,"R",6,"R",5
101648, 8,  8,"R",2,"R",1
101648, 9,  9,"R",2,"R",2
101648,12, 12,"R",38,"R",35
101648,13, 13,"R",9,"R",7
101648,15, 15,"R",1,"R",1
101648,16, 16,"R",1,"R",1
101648,17, 17,"R",4,"R",4
101648,18, 18,"R",2,"R",2
101648,22, 22,"R",5,"R",5
101648,24, 24,"R",5,"R",5
101648,25, 25,"R",7,"R",6
101648,26, 26,"R",1,"R",1
101648,28, 28,"R",5,"R",5
101648,29, 29,"R",2,"R",2
101648,31, 31,"R",1,"R",1
101648,32, 32,"R",1,"R",1
101648,33, 33,"R",1,"R",1
101648,34, 34,"R",6,"R",6
101648,36, 36,"R",7,"R",7
101648,37, 37,"R",5,"R",4
101648,39, 39,"R",1,"R",1
101648,40, 40,"R",1,"R",1
101648,41, 41,"R",1,"R",1
101648,42, 42,"R",4,"R",4
101648,45, 45,"R",5,"R",4
101648,47, 47,"R",6,"R",5
101648,48, 48,"R",10,"R",9
101648,51, 51,"R",12,"R",11
101648,53, 53,"R",3,"R",3
101648,55, 55,"R",3,"R",3
101648,56, 56,"R",1,"R",1
101648,58,999,"R",268,"R",238
101648,72, 72,"R",1,"R",1
101648,89,999,"R",1,"R",1
101648,99, 99,"R",269,"R",239
101736, 1,  1,"R",723,"R",608
101736,12, 12,"R",1,"R",0
101736,47, 47,"R",9,"R",8
101736,48, 48,"R",1,"R",1
101736,57, 57,"R",1,"R",1
101736,58,999,"R",735,"R",618
101736,98, 98,"R",13,"A",
101736,99, 99,"R",748,"R",618
101897, 1,  1,"R",553,"R",435
101897, 2,  2,"R",1,"R",1
101897,13, 13,"R",5,"R",2
101897,47, 47,"R",2,"R",2
101897,58,999,"R",561,"R",440
101897,99, 99,"R",561,"R",440
101912, 1,  1,"R",53,"R",44
101912, 6,  6,"R",13,"R",11
101912, 9,  9,"R",4,"R",2
101912,11, 11,"R",1,"R",1
101912,12, 12,"R",36,"R",27
101912,13, 13,"R",32,"R",32
101912,17, 17,"R",4,"R",2
101912,18, 18,"R",4,"R",3
101912,20, 20,"R",1,"R",1
101912,21, 21,"R",5,"R",0
101912,22, 22,"R",3,"R",3
101912,23, 23,"R",1,"R",1
101912,24, 24,"R",14,"R",14
101912,25, 25,"R",12,"R",6
101912,26, 26,"R",15,"R",9
101912,28, 28,"R",1,"R",0
101912,29, 29,"R",7,"R",6
101912,34, 34,"R",11,"R",6
101912,35, 35,"R",3,"R",3
101912,36, 36,"R",15,"R",10
101912,37, 37,"R",4,"R",1
101912,39, 39,"R",7,"R",4
101912,40, 40,"R",1,"R",1
101912,41, 41,"R",3,"R",3
101912,42, 42,"R",2,"R",1
101912,44, 44,"R",1,"R",0
101912,45, 45,"R",2,"R",2
101912,47, 47,"R",12,"R",9
101912,48, 48,"R",11,"R",8
101912,51, 51,"R",1,"R",1
101912,53, 53,"R",3,"R",2
101912,55, 55,"R",1,"R",0
101912,58,999,"R",283,"R",213
101912,78, 78,"R",3,"R",2
101912,89,999,"R",3,"R",2
101912,90, 90,"R",13,"R",5
101912,99, 99,"R",299,"R",220
102030, 1,  1,"R",710,"R",377
102030, 4,  4,"R",1,"R",0
102030,12, 12,"R",14,"R",9
102030,13, 13,"R",4,"R",4
102030,22, 22,"R",3,"R",3
102030,28, 28,"R",12,"R",4
102030,57, 57,"R",1,"R",0
102030,58,999,"R",745,"R",397
102030,90, 90,"R",1,"R",0
102030,98, 98,"R",1,"A",
102030,99, 99,"R",747,"R",397
102058, 1,  1,"R",53,"R",15
102058,12, 12,"R",2,"R",1
102058,58,999,"R",55,"R",16
102058,99, 99,"R",55,"R",16
102067, 1,  1,"R",936,"R",690
102067, 5,  5,"R",1,"R",1
102067, 6,  6,"R",1,"R",0
102067, 8,  8,"R",1,"R",1
102067,12, 12,"R",6,"R",5
102067,13, 13,"R",4,"R",3
102067,17, 17,"R",1,"R",0
102067,18, 18,"R",3,"R",3
102067,21, 21,"R",2,"R",1
102067,22, 22,"R",1,"R",1
102067,24, 24,"R",1,"R",1
102067,26, 26,"R",1,"R",1
102067,28, 28,"R",5,"R",3
102067,36, 36,"R",1,"R",0
102067,37, 37,"R",4,"R",3
102067,45, 45,"R",1,"R",0
102067,47, 47,"R",3,"R",2
102067,48, 48,"R",1,"R",1
102067,53, 53,"R",1,"R",1
102067,58,999,"R",974,"R",717
102067,98, 98,"R",35,"A",
102067,99, 99,"R",1009,"R",717
102094, 1,  1,"R",1266,"R",1188
102094, 5,  5,"R",3,"R",3
102094, 6,  6,"R",1,"R",1
102094, 8,  8,"R",4,"R",4
102094, 9,  9,"R",1,"R",1
102094,12, 12,"R",89,"R",86
102094,13, 13,"R",14,"R",12
102094,17, 17,"R",13,"R",12
102094,18, 18,"R",1,"R",1
102094,19, 19,"R",2,"R",2
102094,20, 20,"R",1,"R",1
102094,21, 21,"R",5,"R",5
102094,22, 22,"R",25,"R",24
102094,24, 24,"R",1,"R",1
102094,26, 26,"R",1,"R",0
102094,27, 27,"R",1,"R",1
102094,28, 28,"R",135,"R",133
102094,29, 29,"R",3,"R",3
102094,36, 36,"R",1,"R",1
102094,37, 37,"R",3,"R",3
102094,39, 39,"R",4,"R",4
102094,40, 40,"R",1,"R",1
102094,42, 42,"R",1,"R",1
102094,47, 47,"R",6,"R",5
102094,48, 48,"R",8,"R",7
102094,51, 51,"R",4,"R",4
102094,53, 53,"R",3,"R",3
102094,55, 55,"R",2,"R",2
102094,58,999,"R",1599,"R",1509
102094,90, 90,"R",18,"R",9
102094,99, 99,"R",1617,"R",1518
102234, 1,  1,"R",132,"R",123
102234, 4,  4,"R",1,"R",1
102234, 5,  5,"R",1,"R",1
102234, 6,  6,"R",1,"R",1
102234,12, 12,"R",19,"R",19
102234,13, 13,"R",5,"R",5
102234,17, 17,"R",16,"R",16
102234,19, 19,"R",1,"R",1
102234,20, 20,"R",3,"R",3
102234,21, 21,"R",5,"R",5
102234,22, 22,"R",66,"R",65
102234,26, 26,"R",1,"R",1
102234,28, 28,"R",7,"R",7
102234,29, 29,"R",7,"R",7
102234,31, 31,"R",1,"R",1
102234,33, 33,"R",1,"R",1
102234,39, 39,"R",3,"R",3
102234,45, 45,"R",1,"R",1
102234,47, 47,"R",3,"R",3
102234,48, 48,"R",10,"R",9
102234,49, 49,"R",1,"R",1
102234,58,999,"R",285,"R",274
102234,90, 90,"R",11,"R",8
102234,99, 99,"R",296,"R",282
102270, 1,  1,"R",127,"R",91
102270, 2,  2,"R",1,"R",1
102270, 5,  5,"R",1,"R",1
102270, 6,  6,"R",2,"R",1
102270, 9,  9,"R",1,"R",0
102270,12, 12,"R",4,"R",2
102270,13, 13,"R",20,"R",20
102270,17, 17,"R",5,"R",4
102270,18, 18,"R",2,"R",1
102270,22, 22,"R",31,"R",23
102270,26, 26,"R",2,"R",2
102270,28, 28,"R",17,"R",17
102270,40, 40,"R",2,"R",1
102270,47, 47,"R",8,"R",8
102270,48, 48,"R",5,"R",2
102270,55, 55,"R",2,"R",2
102270,57, 57,"R",1,"R",1
102270,58,999,"R",231,"R",177
102270,90, 90,"R",2,"R",2
102270,98, 98,"R",2,"A",
102270,99, 99,"R",235,"R",179
102313, 1,  1,"R",462,"R",252
102313,58,999,"R",462,"R",252
102313,98, 98,"R",3,"A",
102313,99, 99,"R",465,"R",252
102368, 1,  1,"R",1225,"R",1004
102368, 4,  4,"R",1,"R",0
102368, 6,  6,"R",3,"R",0
102368, 8,  8,"R",5,"R",2
102368, 9,  9,"R",1,"R",1
102368,12, 12,"R",171,"R",134
102368,13, 13,"R",159,"R",85
102368,17, 17,"R",3,"R",2
102368,18, 18,"R",1,"R",0
102368,21, 21,"R",6,"R",4
102368,22, 22,"R",3,"R",1
102368,23, 23,"R",2,"R",1
102368,24, 24,"R",4,"R",2
102368,26, 26,"R",1,"R",0
102368,28, 28,"R",5,"R",2
102368,29, 29,"R",4,"R",1
102368,31, 31,"R",1,"R",0
102368,34, 34,"R",1,"R",0
102368,36, 36,"R",4,"R",0
102368,37, 37,"R",9,"R",2
102368,39, 39,"R",1,"R",0
102368,40, 40,"R",3,"R",2
102368,45, 45,"R",7,"R",4
102368,47, 47,"R",8,"R",3
102368,48, 48,"R",4,"R",2
102368,50, 50,"R",1,"R",1
102368,51, 51,"R",9,"R",3
102368,53, 53,"R",1,"R",1
102368,55, 55,"R",2,"R",1
102368,58,999,"R",1645,"R",1258
102368,66, 66,"R",1,"R",0
102368,78, 78,"R",1,"R",0
102368,89,999,"R",2,"R",0
102368,90, 90,"R",32,"R",5
102368,99, 99,"R",1679,"R",1263
102429, 1,  1,"R",720,"R",578
102429, 2,  2,"R",1,"R",1
102429,28, 28,"R",6,"R",3
102429,57, 57,"R",37,"R",31
102429,58,999,"R",764,"R",613
102429,99, 99,"R",764,"R",613
102553, 2,  2,"R",1269,"R",958
102553, 4,  4,"R",1,"R",1
102553, 6,  6,"R",7,"R",5
102553, 8,  8,"R",5,"R",4
102553,12, 12,"R",1,"R",1
102553,13, 13,"R",2,"R",2
102553,15, 15,"R",5,"R",4
102553,17, 17,"R",1,"R",1
102553,21, 21,"R",2,"R",1
102553,22, 22,"R",2,"R",1
102553,24, 24,"R",1,"R",1
102553,26, 26,"R",1,"R",0
102553,27, 27,"R",2,"R",2
102553,30, 30,"R",1,"R",1
102553,32, 32,"R",1,"R",1
102553,35, 35,"R",2,"R",1
102553,36, 36,"R",2,"R",1
102553,39, 39,"R",1,"R",0
102553,41, 41,"R",2,"R",2
102553,45, 45,"R",1,"R",0
102553,46, 46,"R",1,"R",0
102553,48, 48,"R",2,"R",2
102553,49, 49,"R",1,"R",1
102553,50, 50,"R",1,"R",1
102553,51, 51,"R",2,"R",1
102553,53, 53,"R",9,"R",6
102553,55, 55,"R",2,"R",0
102553,56, 56,"R",1,"R",0
102553,57, 57,"R",5,"R",4
102553,58,999,"R",1333,"R",1002
102553,90, 90,"R",23,"R",9
102553,99, 99,"R",1356,"R",1011
102614, 2,  2,"R",590,"R",418
102614, 6,  6,"R",13,"R",7
102614, 8,  8,"R",5,"R",4
102614, 9,  9,"R",1,"R",1
102614,13, 13,"R",2,"R",2
102614,16, 16,"R",1,"R",1
102614,18, 18,"R",2,"R",2
102614,20, 20,"R",1,"R",1
102614,21, 21,"R",1,"R",1
102614,25, 25,"R",1,"R",1
102614,26, 26,"R",1,"R",1
102614,27, 27,"R",2,"R",2
102614,29, 29,"R",2,"R",1
102614,30, 30,"R",1,"R",1
102614,32, 32,"R",2,"R",2
102614,34, 34,"R",1,"R",0
102614,35, 35,"R",1,"R",1
102614,36, 36,"R",3,"R",3
102614,37, 37,"R",2,"R",2
102614,40, 40,"R",1,"R",0
102614,41, 41,"R",3,"R",2
102614,42, 42,"R",1,"R",1
102614,48, 48,"R",5,"R",4
102614,51, 51,"R",5,"R",4
102614,53, 53,"R",24,"R",20
102614,55, 55,"R",1,"R",0
102614,56, 56,"R",1,"R",1
102614,57, 57,"R",2,"R",1
102614,58,999,"R",675,"R",484
102614,90, 90,"R",11,"R",7
102614,99, 99,"R",686,"R",491
102632, 2,  2,"R",160,"R",108
102632, 4,  4,"R",1,"R",1
102632, 6,  6,"R",4,"R",3
102632, 8,  8,"R",1,"R",1
102632,16, 16,"R",1,"R",1
102632,39, 39,"R",1,"R",1
102632,48, 48,"R",2,"R",0
102632,53, 53,"R",1,"R",1
102632,58,999,"R",171,"R",116
102632,90, 90,"R",1,"R",0
102632,99, 99,"R",172,"R",116
103741, 4,  4,"R",67,"R",31
103741,58,999,"R",67,"R",31
